full date,Day,Month,year,Open Today,Open 1d,High 1d,Low 1d,Close 1d,Adj Close 1d,Volume 1d,Open 2d,High 2d,Low 2d,Close 2d,Adj Close 2d,Volume 2d,Open 3d,High 3d,Low 3d,Close 3d,Adj Close 3d,Volume 3d,Up Today
40703,5,6,2011,260.260254,258.523529,260.88089,258.148163,259.844849,259.844849,3303400,261.706696,262.577576,259.754761,259.77478,259.77478,3811300,262.032043,263.673676,259.884888,260.790802,260.790802,3880300,0
40704,6,6,2011,257.297302,260.260254,260.260254,258.078064,258.623627,258.623627,3374800,258.523529,260.88089,258.148163,259.844849,259.844849,3303400,261.706696,262.577576,259.754761,259.77478,259.77478,3811300,0
40707,2,6,2011,255.255249,257.297302,258.603607,254.899902,255.01001,255.01001,4874900,260.260254,260.260254,258.078064,258.623627,258.623627,3374800,258.523529,260.88089,258.148163,259.844849,259.844849,3303400,0
40708,3,6,2011,254.32933,255.255249,255.355362,251.336334,252.617615,252.617615,4849700,257.297302,258.603607,254.899902,255.01001,255.01001,4874900,260.260254,260.260254,258.078064,258.623627,258.623627,3374800,1
40709,4,6,2011,252.767761,254.32933,257.297302,253.748749,254.439438,254.439438,4678300,255.255249,255.355362,251.336334,252.617615,252.617615,4849700,257.297302,258.603607,254.899902,255.01001,255.01001,4874900,0
40710,5,6,2011,251.656662,252.767761,254.429428,250.555557,251.72673,251.72673,4142400,254.32933,257.297302,253.748749,254.439438,254.439438,4678300,255.255249,255.355362,251.336334,252.617615,252.617615,4849700,0
40711,6,6,2011,253.343338,251.656662,253.538544,248.583588,250.43544,250.43544,5508400,252.767761,254.429428,250.555557,251.72673,251.72673,4142400,254.32933,257.297302,253.748749,254.439438,254.439438,4678300,0
40714,2,6,2011,242.742737,253.343338,253.598602,242.642639,242.752747,242.752747,10480300,251.656662,253.538544,248.583588,250.43544,250.43544,5508400,252.767761,254.429428,250.555557,251.72673,251.72673,4142400,0
40715,3,6,2011,243.838837,242.742737,243.358353,239.854858,242.532532,242.532532,6051100,253.343338,253.598602,242.642639,242.752747,242.752747,10480300,251.656662,253.538544,248.583588,250.43544,250.43544,5508400,1
40716,4,6,2011,245.970978,243.838837,247.217224,242.607605,246.74675,246.74675,5525200,242.742737,243.358353,239.854858,242.532532,242.532532,6051100,253.343338,253.598602,242.642639,242.752747,242.752747,10480300,0
40717,5,6,2011,241.306305,245.970978,246.421417,243.608612,243.748749,243.748749,4809300,243.838837,247.217224,242.607605,246.74675,246.74675,5525200,242.742737,243.358353,239.854858,242.532532,242.532532,6051100,0
40718,6,6,2011,240.580582,241.306305,241.671677,237.102097,240.350357,240.350357,9593700,245.970978,246.421417,243.608612,243.748749,243.748749,4809300,243.838837,247.217224,242.607605,246.74675,246.74675,5525200,0
40721,2,6,2011,237.237244,240.580582,240.615616,236.74675,237.677673,237.677673,7603500,241.306305,241.671677,237.102097,240.350357,240.350357,9593700,245.970978,246.421417,243.608612,243.748749,243.748749,4809300,1
40722,3,6,2011,242.252258,237.237244,244.444443,237.037033,241.641647,241.641647,6882500,240.580582,240.615616,236.74675,237.677673,237.677673,7603500,241.306305,241.671677,237.102097,240.350357,240.350357,9593700,1
40723,4,6,2011,248.518524,242.252258,248.353348,242.252258,247.072067,247.072067,5424700,237.237244,244.444443,237.037033,241.641647,241.641647,6882500,240.580582,240.615616,236.74675,237.677673,237.677673,7603500,1
40724,5,6,2011,251.246246,248.518524,250.375381,246.436432,249.034027,249.034027,4681300,242.252258,248.353348,242.252258,247.072067,247.072067,5424700,237.237244,244.444443,237.037033,241.641647,241.641647,6882500,1
40725,6,7,2011,253.623627,251.246246,253.588593,251.001007,253.443451,253.443451,4851900,248.518524,250.375381,246.436432,249.034027,249.034027,4681300,242.252258,248.353348,242.252258,247.072067,247.072067,5424700,1
40729,3,7,2011,262.912903,253.623627,260.850861,253.443451,260.775787,260.775787,7266100,251.246246,253.588593,251.001007,253.443451,253.443451,4851900,248.518524,250.375381,246.436432,249.034027,249.034027,4681300,1
40730,4,7,2011,267.017029,262.912903,267.967957,262.912903,266.486481,266.486481,7690700,253.623627,260.850861,253.443451,260.775787,260.775787,7266100,251.246246,253.588593,251.001007,253.443451,253.443451,4851900,1
40731,5,7,2011,270.770782,267.017029,269.524536,266.786774,267.947937,267.947937,5385800,262.912903,267.967957,262.912903,266.486481,266.486481,7690700,253.623627,260.850861,253.443451,260.775787,260.775787,7266100,1
40732,6,7,2011,266.74173,270.770782,275.615601,268.208221,273.573578,273.573578,7863100,267.017029,269.524536,266.786774,267.947937,267.947937,5385800,262.912903,267.967957,262.912903,266.486481,266.486481,7690700,0
40735,2,7,2011,264.35434,266.74173,269.094086,263.898895,266.261261,266.261261,9530800,270.770782,275.615601,268.208221,273.573578,273.573578,7863100,267.017029,269.524536,266.786774,267.947937,267.947937,5385800,0
40736,3,7,2011,264.34433,264.35434,268.25827,263.013,263.9039,263.9039,5672900,266.74173,269.094086,263.898895,266.261261,266.261261,9530800,270.770782,275.615601,268.208221,273.573578,273.573578,7863100,1
40737,4,7,2011,268.768768,264.34433,269.97998,263.263275,267.272278,267.272278,5676700,264.35434,268.25827,263.013,263.9039,263.9039,5672900,266.74173,269.094086,263.898895,266.261261,266.261261,9530800,1
40738,5,7,2011,269.829834,268.768768,272.272278,268.508514,269.399414,269.399414,5574800,264.34433,269.97998,263.263275,267.272278,267.272278,5676700,264.35434,268.25827,263.013,263.9039,263.9039,5672900,0
40739,6,7,2011,299.049042,269.829834,271.271271,263.628632,264.734741,264.734741,13285700,268.768768,272.272278,268.508514,269.399414,269.399414,5574800,264.34433,269.97998,263.263275,267.272278,267.272278,5676700,1
40742,2,7,2011,296.541534,299.049042,300.425415,294.374359,299.1091,299.1091,27436700,269.829834,271.271271,263.628632,264.734741,264.734741,13285700,268.768768,272.272278,268.508514,269.399414,269.399414,5574800,1
40743,3,7,2011,298.368378,296.541534,301.326324,296.296295,297.767761,297.767761,8927600,299.049042,300.425415,294.374359,299.1091,299.1091,27436700,269.829834,271.271271,263.628632,264.734741,264.734741,13285700,1
40744,4,7,2011,301.391388,298.368378,302.642639,298.063049,301.576569,301.576569,5929000,296.541534,301.326324,296.296295,297.767761,297.767761,8927600,299.049042,300.425415,294.374359,299.1091,299.1091,27436700,0
40745,5,7,2011,297.312317,301.391388,301.716705,297.972961,297.972961,297.972961,4451100,298.368378,302.642639,298.063049,301.576569,301.576569,5929000,296.541534,301.326324,296.296295,297.767761,297.767761,8927600,1
40746,6,7,2011,302.997986,297.312317,304.33432,297.302307,303.798798,303.798798,6932000,301.391388,301.716705,297.972961,297.972961,297.972961,4451100,298.368378,302.642639,298.063049,301.576569,301.576569,5929000,1
40749,2,7,2011,306.987,302.997986,310.060059,302.437439,309.424438,309.424438,7049300,297.312317,304.33432,297.302307,303.798798,303.798798,6932000,301.391388,301.716705,297.972961,297.972961,297.972961,4451100,1
40750,3,7,2011,309.33432,306.987,313.018005,306.806793,309.799805,309.799805,6256900,302.997986,310.060059,302.437439,309.424438,309.424438,7049300,297.312317,304.33432,297.302307,303.798798,303.798798,6932000,1
40751,4,7,2011,308.898895,309.33432,314.064056,308.918915,311.571564,311.571564,4681100,306.987,313.018005,306.806793,309.799805,309.799805,6256900,302.997986,310.060059,302.437439,309.424438,309.424438,7049300,0
40752,5,7,2011,302.897888,308.898895,310.785797,302.677673,303.91391,303.91391,7860900,309.33432,314.064056,308.918915,311.571564,311.571564,4681100,306.987,313.018005,306.806793,309.799805,309.799805,6256900,1
40753,6,7,2011,302.417419,302.897888,308.298309,301.801788,305.775787,305.775787,6210500,308.898895,310.785797,302.677673,303.91391,303.91391,7860900,309.33432,314.064056,308.918915,311.571564,311.571564,4681100,0
40756,2,8,2011,305.915924,302.417419,307.787781,302.147156,302.147156,302.147156,8266500,302.897888,308.298309,301.801788,305.775787,305.775787,6210500,308.898895,310.785797,302.677673,303.91391,303.91391,7860900,0
40757,3,8,2011,303.303314,305.915924,308.058044,299.889893,303.68869,303.68869,7924200,302.417419,307.787781,302.147156,302.147156,302.147156,8266500,302.897888,308.298309,301.801788,305.775787,305.775787,6210500,0
40758,4,8,2011,297.432434,303.303314,305.140137,296.081085,296.49649,296.49649,6394700,305.915924,308.058044,299.889893,303.68869,303.68869,7924200,302.417419,307.787781,302.147156,302.147156,302.147156,8266500,1
40759,5,8,2011,297.547546,297.432434,301.801788,292.107117,300.885895,300.885895,7643700,303.303314,305.140137,296.081085,296.49649,296.49649,6394700,305.915924,308.058044,299.889893,303.68869,303.68869,7924200,0
40760,6,8,2011,291.561554,297.547546,299.724731,289.024017,289.049042,289.049042,9819300,297.432434,301.801788,292.107117,300.885895,300.885895,7643700,303.303314,305.140137,296.081085,296.49649,296.49649,6394700,0
40763,2,8,2011,281.771759,291.561554,295.295288,281.281281,289.809814,289.809814,11846300,297.547546,299.724731,289.024017,289.049042,289.049042,9819300,297.432434,301.801788,292.107117,300.885895,300.885895,7643700,0
40764,3,8,2011,280.780792,281.771759,284.78479,272.447449,273.283295,273.283295,14978200,291.561554,295.295288,281.281281,289.809814,289.809814,11846300,297.547546,299.724731,289.024017,289.049042,289.049042,9819300,1
40765,4,8,2011,280.970978,280.780792,287.59259,270.775787,286.992004,286.992004,12926400,281.771759,284.78479,272.447449,273.283295,273.283295,14978200,291.561554,295.295288,281.281281,289.809814,289.809814,11846300,0
40766,5,8,2011,277.187195,280.970978,282.342346,274.13913,274.779785,274.779785,10728400,280.780792,287.59259,270.775787,286.992004,286.992004,12926400,281.771759,284.78479,272.447449,273.283295,273.283295,14978200,1
40767,6,8,2011,285.035034,277.187195,284.534546,274.479492,281.346344,281.346344,9651500,280.970978,282.342346,274.13913,274.779785,274.779785,10728400,280.780792,287.59259,270.775787,286.992004,286.992004,12926400,0
40770,2,8,2011,276.992004,285.035034,285.535522,280.480469,282.167175,282.167175,6302200,277.187195,284.534546,274.479492,281.346344,281.346344,9651500,280.970978,282.342346,274.13913,274.779785,274.779785,10728400,1
40771,3,8,2011,276.491486,276.992004,282.777771,273.298309,278.89389,278.89389,14275500,285.035034,285.535522,280.480469,282.167175,282.167175,6302200,277.187195,284.534546,274.479492,281.346344,281.346344,9651500,0
40772,4,8,2011,270.285278,276.491486,276.49649,265.415405,269.769775,269.769775,13864900,276.992004,282.777771,273.298309,278.89389,278.89389,14275500,285.035034,285.535522,280.480469,282.167175,282.167175,6302200,0
40773,5,8,2011,261.997009,270.285278,272.117126,265.650665,266.841827,266.841827,8150000,276.491486,276.49649,265.415405,269.769775,269.769775,13864900,276.992004,282.777771,273.298309,278.89389,278.89389,14275500,0
40774,6,8,2011,249.919922,261.997009,262.707703,250.495499,252.692688,252.692688,12568800,270.285278,272.117126,265.650665,266.841827,266.841827,8150000,276.491486,276.49649,265.415405,269.769775,269.769775,13864900,0
40777,2,8,2011,252.252258,249.919922,257.692688,245.675674,245.705704,245.705704,10809100,261.997009,262.707703,250.495499,252.692688,252.692688,12568800,270.285278,272.117126,265.650665,266.841827,266.841827,8150000,0
40778,3,8,2011,252.001999,252.252258,253.753754,247.512512,249.334335,249.334335,9801900,249.919922,257.692688,245.675674,245.705704,245.705704,10809100,261.997009,262.707703,250.495499,252.692688,252.692688,12568800,1
40779,4,8,2011,259.924927,252.001999,260.965973,249.779785,259.669678,259.669678,8684900,252.252258,253.753754,247.512512,249.334335,249.334335,9801900,249.919922,257.692688,245.675674,245.705704,245.705704,10809100,1
40780,5,8,2011,265.455444,259.924927,265.265259,258.873871,261.906921,261.906921,7181800,252.001999,260.965973,249.779785,259.669678,259.669678,8684900,252.252258,253.753754,247.512512,249.334335,249.334335,9801900,0
40781,6,8,2011,260.255249,265.455444,268.9039,259.409424,260.280273,260.280273,6579400,259.924927,265.265259,258.873871,261.906921,261.906921,7181800,252.001999,260.965973,249.779785,259.669678,259.669678,8684900,1
40784,2,8,2011,267.547546,260.255249,265.490479,256.826813,263.693695,263.693695,7185400,265.455444,268.9039,259.409424,260.280273,260.280273,6579400,259.924927,265.265259,258.873871,261.906921,261.906921,7181800,1
40785,3,8,2011,269.364349,267.547546,269.994995,267.047058,269.809814,269.809814,4666900,260.255249,265.490479,256.826813,263.693695,263.693695,7185400,265.455444,268.9039,259.409424,260.280273,260.280273,6579400,1
40786,4,8,2011,272.642639,269.364349,271.766754,265.670685,270.620605,270.620605,5972000,267.547546,269.994995,267.047058,269.809814,269.809814,4666900,260.255249,265.490479,256.826813,263.693695,263.693695,7185400,0
40787,5,9,2011,270.64566,272.642639,273.423431,268.26828,270.750763,270.750763,5381200,269.364349,271.766754,265.670685,270.620605,270.620605,5972000,267.547546,269.994995,267.047058,269.809814,269.809814,4666900,0
40788,6,9,2011,262.497498,270.64566,272.187195,265.875885,266.51651,266.51651,4826100,272.642639,273.423431,268.26828,270.750763,270.750763,5381200,269.364349,271.766754,265.670685,270.620605,270.620605,5972000,1
40792,3,9,2011,255.655655,262.497498,264.224213,260.625641,262.682678,262.682678,4797500,270.64566,272.187195,265.875885,266.51651,266.51651,4826100,272.642639,273.423431,268.26828,270.750763,270.750763,5381200,1
40793,4,9,2011,265.490479,255.655655,261.641632,255.505508,261.351349,261.351349,5426100,262.497498,264.224213,260.625641,262.682678,262.682678,4797500,270.64566,272.187195,265.875885,266.51651,266.51651,4826100,1
40794,5,9,2011,267.167175,265.490479,268.238251,263.963959,267.282288,267.282288,5506000,255.655655,261.641632,255.505508,261.351349,261.351349,5426100,262.497498,264.224213,260.625641,262.682678,262.682678,4797500,1
40795,6,9,2011,265.965973,267.167175,269.819824,266.216217,267.747742,267.747742,4756200,265.490479,268.238251,263.963959,267.282288,267.282288,5506000,255.655655,261.641632,255.505508,261.351349,261.351349,5426100,0
40798,2,9,2011,259.239227,265.965973,267.59259,260.855865,262.687683,262.687683,6531000,267.167175,269.819824,266.216217,267.747742,267.747742,4756200,265.490479,268.238251,263.963959,267.282288,267.282288,5506000,1
40799,3,9,2011,266.266266,259.239227,266.261261,259.009003,265.325317,265.325317,5335400,265.965973,267.59259,260.855865,262.687683,262.687683,6531000,267.167175,269.819824,266.216217,267.747742,267.747742,4756200,0
40800,4,9,2011,266.561554,266.266266,267.207214,261.961975,265.025024,265.025024,4703600,259.239227,266.261261,259.009003,265.325317,265.325317,5335400,265.965973,267.59259,260.855865,262.687683,262.687683,6531000,0
40801,5,9,2011,268.018005,266.561554,268.743744,263.173187,266.3013,266.3013,5383400,266.266266,267.207214,261.961975,265.025024,265.025024,4703600,259.239227,266.261261,259.009003,265.325317,265.325317,5335400,1
40802,6,9,2011,272.672668,268.018005,272.762756,267.547546,271.551544,271.551544,5915600,266.561554,268.743744,263.173187,266.3013,266.3013,5383400,266.266266,267.207214,261.961975,265.025024,265.025024,4703600,1
40805,2,9,2011,270.445435,272.672668,273.693695,271.841827,273.613617,273.613617,7061500,268.018005,272.762756,267.547546,271.551544,271.551544,5915600,266.561554,268.743744,263.173187,266.3013,266.3013,5383400,1
40806,3,9,2011,274.974976,270.445435,275.22522,267.957947,273.608612,273.608612,4931800,272.672668,273.693695,271.841827,273.613617,273.613617,7061500,268.018005,272.762756,267.547546,271.551544,271.551544,5915600,0
40807,4,9,2011,274.11911,274.974976,279.539551,271.606598,273.588593,273.588593,5552600,270.445435,275.22522,267.957947,273.608612,273.608612,4931800,272.672668,273.693695,271.841827,273.613617,273.613617,7061500,0
40808,5,9,2011,263.388397,274.11911,277.777771,269.699707,269.869873,269.869873,5023500,274.974976,279.539551,271.606598,273.588593,273.588593,5552600,270.445435,275.22522,267.957947,273.608612,273.608612,4931800,0
40809,6,9,2011,258.538544,263.388397,264.654663,257.257263,260.590576,260.590576,8791700,274.11911,277.777771,269.699707,269.869873,269.869873,5023500,274.974976,279.539551,271.606598,273.588593,273.588593,5552600,1
40812,2,9,2011,263.888885,258.538544,263.47348,257.507507,263.018005,263.018005,5549000,263.388397,264.654663,257.257263,260.590576,260.590576,8791700,274.11911,277.777771,269.699707,269.869873,269.869873,5023500,1
40813,3,9,2011,269.369354,263.888885,266.73172,256.881897,266.211212,266.211212,5263100,258.538544,263.47348,257.507507,263.018005,263.018005,5549000,263.388397,264.654663,257.257263,260.590576,260.590576,8791700,1
40814,4,9,2011,271.021027,269.369354,273.798798,268.293304,269.939941,269.939941,6015700,263.888885,266.73172,256.881897,266.211212,266.211212,5263100,258.538544,263.47348,257.507507,263.018005,263.018005,5549000,0
40815,5,9,2011,268.2883,271.021027,272.282288,264.114105,264.684692,264.684692,4522000,269.369354,273.798798,268.293304,269.939941,269.939941,6015700,263.888885,266.73172,256.881897,266.211212,266.211212,5263100,0
40816,6,9,2011,260.365356,268.2883,268.918915,259.964966,264.014008,264.014008,5807300,271.021027,272.282288,264.114105,264.684692,264.684692,4522000,269.369354,273.798798,268.293304,269.939941,269.939941,6015700,0
